StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DV_1,DV_2,DV_3,DV_4_R,CouldLearn_1,CouldLearn_2,CouldLearn_3,1_Hook,1_Length,1_Tone,1_Content,1_CTA,2_Hook,2_Length,2_Tone,2_Content,2_CTA,EdgeProbability,turkid,condid,replicate
4/24/2024 23:55,4/24/2024 23:56,0,100,75,1,4/24/2024 23:56,R_3rqxJqwfujtVk0e,2,2,2,-2,2,2,2,2,0,1,2,1,0,2,0,0,0,95,6010e0dab98c814912076b27,1,3
4/24/2024 23:54,4/24/2024 23:56,0,100,121,1,4/24/2024 23:56,R_2Hcr3jrQBsYexIB,2,2,2,-2,1,1,1,0,0,1,2,0,1,2,0,0,1,100,64401b8dc61551f15637634b,0,0
4/24/2024 23:53,4/24/2024 23:56,0,100,167,1,4/24/2024 23:56,R_216AyKcVoDMbFwM,1,1,0,0,-2,0,1,0,2,0,0,0,1,0,1,1,1,95,61113ad836a1f1b60f4c9389,0,1
4/24/2024 23:54,4/24/2024 23:56,0,100,132,1,4/24/2024 23:56,R_2c0j3IJzhYjjKWn,1,1,1,-1,1,0,1,0,0,0,0,1,1,1,1,1,0,90,65f0291c3911fa46e3bddb55,0,0
4/24/2024 23:53,4/24/2024 23:57,0,100,195,1,4/24/2024 23:57,R_1lF71xlTrPLumDh,2,2,1,-1,1,0,1,0,2,1,1,0,2,0,0,0,0,90,5d546368d39e340001e155c1,1,4
4/24/2024 23:55,4/24/2024 23:57,0,100,105,1,4/24/2024 23:57,R_3sHAFos18EizpaF,1,1,1,-1,0,1,0,0,0,0,1,0,2,2,1,0,1,100,5c609e77044f100001a4bcc7,0,2
4/24/2024 23:54,4/24/2024 23:57,0,100,196,1,4/24/2024 23:57,R_1nW0Z55Z3a4K4ZS,2,2,2,-2,2,1,1,1,2,0,2,1,2,1,1,0,0,100,65a7e34961fd2e2798ac3d26,1,3
4/24/2024 23:54,4/24/2024 23:57,0,100,197,1,4/24/2024 23:57,R_3xXAMZleJxdatuG,1,0,-1,0,-1,-1,-1,2,0,0,1,1,0,2,1,2,0,90,63d8966cb1c8fda2f6006864,0,0
4/24/2024 23:56,4/24/2024 23:57,0,100,91,1,4/24/2024 23:57,R_55ni7YsDcvbDKzT,1,1,1,-1,1,0,1,0,0,0,0,0,2,2,1,1,1,75,65a68e46526514b6a3da0a10,0,4
4/24/2024 23:54,4/24/2024 23:57,0,100,174,1,4/24/2024 23:57,R_1I04fGcyqhGhyR6,2,2,2,-2,1,-1,2,0,0,0,0,0,2,2,1,0,1,100,5da6b2aca2860400146b8ace,1,0
4/24/2024 23:55,4/24/2024 23:57,0,100,110,1,4/24/2024 23:57,R_4XludrFKvjfAqg9,2,2,2,1,1,1,1,1,0,0,1,0,2,2,1,0,1,95,6126441c9c8ec5ea6230ba17,0,4
4/24/2024 23:55,4/24/2024 23:57,0,100,167,1,4/24/2024 23:57,R_4DHWMxj0W5vkFds,1,1,1,-1,0,1,1,2,1,1,1,0,1,0,0,2,1,65,634693369430f49b0c4aced4,1,4
4/24/2024 23:56,4/24/2024 23:57,0,100,70,1,4/24/2024 23:57,R_3HpFU7ZXkT0w7RO,1,2,0,1,-1,-1,-1,1,1,0,1,1,1,2,0,0,1,95,6033aebb7228c70967a3ab43,1,3
4/24/2024 23:54,4/24/2024 23:57,0,100,210,1,4/24/2024 23:57,R_22YzMF5VRMsrmnF,2,2,2,-2,1,1,1,0,1,0,2,0,2,2,1,0,1,85,637f8322729ade58ec7229ba,0,1
4/24/2024 23:55,4/24/2024 23:58,0,100,159,1,4/24/2024 23:58,R_2v0sY65CkxJObHm,1,1,1,-1,0,0,-1,1,0,0,2,0,2,1,1,1,1,75,5f3a7e7b3a55e009ff81175e,0,3
4/24/2024 23:55,4/24/2024 23:58,0,100,141,1,4/24/2024 23:58,R_3Uo0n0yp3ySPazn,2,2,2,-2,1,1,1,2,0,0,2,0,1,2,1,0,1,85,5d08e3676f5dfc0019d57a4c,0,3
4/24/2024 23:56,4/24/2024 23:58,0,100,111,1,4/24/2024 23:58,R_36hYkwxecpMrbj6,1,1,1,0,1,1,1,1,1,0,2,0,2,0,0,0,1,90,5b868b33f7b3ca0001d775c2,0,4
4/24/2024 23:54,4/24/2024 23:58,0,100,198,1,4/24/2024 23:58,R_2SNdI74Oa3HfKa5,1,2,2,-2,1,1,1,2,2,0,0,0,0,2,1,2,1,85,616ebc50ab175a02f59084bb,1,3
4/24/2024 23:56,4/24/2024 23:58,0,100,121,1,4/24/2024 23:58,R_5tvfQK4UKkbeZON,-2,-2,-2,-2,2,2,2,0,0,0,0,0,0,0,0,0,0,50,5c5caabb4cc94200016a451e,0,2
4/24/2024 23:56,4/24/2024 23:58,0,100,86,1,4/24/2024 23:58,R_3bOWX0wdm0sC86j,-1,-1,-1,1,-1,-1,-1,0,0,1,1,1,1,2,0,2,0,70,60ec70718246abeababcc114,0,3
4/24/2024 23:55,4/24/2024 23:58,0,100,187,1,4/24/2024 23:58,R_2JHC7iKrW5QeX9T,2,2,0,-2,2,2,2,0,2,1,2,0,0,1,1,0,1,85,64a03b108e0e40294ba687cf,1,2
4/24/2024 23:54,4/24/2024 23:58,0,100,215,1,4/24/2024 23:58,R_2z2eRBIMzB6Ujmx,2,2,2,-2,2,2,2,2,2,0,1,1,1,0,1,0,0,85,5ee918138ebaec11a52bb459,1,2
4/24/2024 23:57,4/24/2024 23:58,0,100,88,1,4/24/2024 23:58,R_3czrj4r5fsCsYSt,2,2,2,-2,1,1,1,0,0,0,2,0,1,2,0,0,1,85,5e96185ae3d45508abe19a36,0,2
4/24/2024 23:55,4/24/2024 23:58,0,100,168,1,4/24/2024 23:58,R_2uDTXsIq5bWQRxi,2,2,2,-2,2,2,2,2,0,0,1,0,2,2,1,2,1,100,615f0c2cab82bb38958bfd7f,1,4
4/24/2024 23:56,4/24/2024 23:58,0,100,135,1,4/24/2024 23:58,R_4kB5a57VWHmXDdI,1,1,1,-1,1,1,1,0,0,1,1,0,2,2,0,2,1,85,5cd1a622fa7c8b0001a48044,0,1
4/24/2024 23:56,4/24/2024 23:58,0,100,120,1,4/24/2024 23:58,R_3rP6LnqRqg6KWS9,-1,1,0,0,1,-1,0,0,0,0,0,1,2,2,1,2,1,85,60241d8be372010009703f80,0,0
4/24/2024 23:54,4/24/2024 23:58,0,100,253,1,4/24/2024 23:58,R_8mhcBqCYTVCR9oR,2,2,1,-2,1,1,0,0,1,1,1,0,1,0,0,0,1,80,5efcb50255a06b097b8d5d29,1,1
4/24/2024 23:56,4/24/2024 23:58,0,100,162,1,4/24/2024 23:58,R_20UItpe2LukFvQQ,1,2,0,1,1,1,-1,1,0,1,1,0,1,2,1,0,1,85,62a71f84d2f2f15e6cefae40,0,1
4/24/2024 23:57,4/24/2024 23:58,0,100,100,1,4/24/2024 23:58,R_5R9dV8kDhiY9tWX,2,2,1,-2,1,1,2,0,1,0,1,1,2,2,1,0,0,100,595e7974af78da0001a21c3a,1,0
4/24/2024 23:52,4/24/2024 23:59,0,100,389,1,4/24/2024 23:59,R_1gp76pOjmFQUn0N,2,2,2,-2,2,1,1,1,0,1,1,1,2,2,0,0,1,85,5c617b872026f300018082d1,1,0
4/24/2024 23:57,4/24/2024 23:59,0,100,121,1,4/24/2024 23:59,R_2FbCuA7m73dxS25,1,1,1,-1,1,1,1,0,2,1,1,0,2,0,1,2,1,60,60a56db43083c0ff59dded00,0,4
4/24/2024 23:55,4/24/2024 23:59,0,100,231,1,4/24/2024 23:59,R_3aPuBsQLsJpyxeV,1,2,1,-1,1,0,-1,0,0,0,2,1,1,0,0,0,0,100,60fda785ba353da3e8c16df7,0,2
4/24/2024 23:56,4/24/2024 23:59,0,100,191,1,4/24/2024 23:59,R_6b2H6NtuVEPjeil,1,2,1,-1,1,1,1,0,1,0,1,1,2,2,1,0,0,85,63d5624d4f5f004787f5680e,0,4
4/24/2024 23:55,4/24/2024 23:59,0,100,242,1,4/24/2024 23:59,R_4tniJs4wASnHIfO,2,1,2,-2,1,2,2,2,0,0,2,0,1,2,1,0,1,100,659ada02ac94d554396360f9,0,4
4/24/2024 23:58,4/24/2024 23:59,0,100,104,1,4/24/2024 23:59,R_54hOcey6VjoevqR,2,2,1,-1,2,1,1,0,0,1,2,0,1,1,0,0,1,85,5bc1f23763221a00019fe607,1,0
4/24/2024 23:58,4/25/2024 0:00,0,100,114,1,4/25/2024 0:00,R_3EhWlNHezMAyx0d,1,2,2,-2,2,2,2,2,1,0,1,0,0,0,1,1,0,90,66296835c463e433fd2611f6,1,0
4/24/2024 23:57,4/25/2024 0:00,0,100,129,1,4/25/2024 0:00,R_2AZKJaY2NkUyKnN,2,2,2,-2,1,1,1,0,1,0,1,0,2,2,1,0,1,95,5982ffdb06cd1f0001f8dda6,0,0
4/24/2024 23:58,4/25/2024 0:00,0,100,87,1,4/25/2024 0:00,R_5Clkt8Febwqa0TE,1,2,1,-2,1,1,1,0,0,0,2,1,1,2,1,0,0,95,595d3afcdd044900012ce78a,0,1
4/24/2024 23:57,4/25/2024 0:00,0,100,162,1,4/25/2024 0:00,R_316ruVYwjIj05Zn,2,2,2,-2,2,2,2,2,1,0,1,0,1,2,1,0,1,100,5e7cd24ec2ca3306c380b2e1,1,4
4/24/2024 23:58,4/25/2024 0:00,0,100,123,1,4/25/2024 0:00,R_2txSLdzD6cwwrBA,2,2,2,-2,1,1,0,2,1,0,1,0,1,2,1,0,1,85,5e9c46d915d7e7164112c649,1,1
4/24/2024 23:58,4/25/2024 0:00,0,100,130,1,4/25/2024 0:00,R_7gSnznV4EpJbnuC,2,2,2,-2,2,2,2,2,2,0,2,0,0,0,1,0,1,100,63039f41fa5c21d483996be2,1,0
4/24/2024 23:57,4/25/2024 0:00,0,100,182,1,4/25/2024 0:00,R_1P5U6pQuHQ9akfV,1,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,0,1,85,5f7b3e3d831aa60b4c16d6d7,0,0
4/24/2024 23:59,4/25/2024 0:00,0,100,99,1,4/25/2024 0:00,R_2fwSLufJnAjkerB,1,1,1,-1,1,1,1,2,0,0,1,0,1,1,1,0,1,70,5ef40a3ceb5b661c164551c4,0,3
4/24/2024 23:58,4/25/2024 0:01,0,100,178,1,4/25/2024 0:01,R_7P4ZC1azsA4miZt,1,1,2,-2,1,1,1,1,0,0,1,0,2,2,1,0,1,85,609ead232ea62ae4a66e760c,1,1
4/24/2024 23:59,4/25/2024 0:01,0,100,111,1,4/25/2024 0:01,R_2Fqmm6bQzBROHkt,2,2,1,-2,1,1,1,0,0,0,2,0,2,1,1,0,1,85,5bc0b1bb63cb210001cf55ba,0,2
4/24/2024 23:59,4/25/2024 0:01,0,100,108,1,4/25/2024 0:01,R_2MUC3xnLLla2nAZ,2,1,1,-1,1,1,1,0,0,0,0,0,2,2,1,1,1,70,5a52961c76d1c60001aaafa7,0,4
4/24/2024 23:58,4/25/2024 0:01,0,100,173,1,4/25/2024 0:01,R_3mDE0joEOK9Eg6F,1,2,-1,1,1,1,1,1,2,1,1,1,0,0,0,2,0,100,613e495d5991ed54f860fe9d,0,0
4/24/2024 23:58,4/25/2024 0:01,0,100,208,1,4/25/2024 0:01,R_25zEaEk95cOvYhb,2,2,2,-2,1,1,1,2,2,0,1,0,1,0,1,0,1,100,5a46cc1f817d1800018d1b67,0,4
4/24/2024 23:57,4/25/2024 0:01,0,100,241,1,4/25/2024 0:01,R_8OjEB2MvqF2dzRZ,2,2,2,-2,1,1,1,1,1,0,1,0,2,0,0,0,0,90,5c60571b0112a60001a2b034,0,1
4/24/2024 23:57,4/25/2024 0:01,0,100,268,1,4/25/2024 0:01,R_72imxqhlOa26LrE,2,2,2,-2,2,1,1,0,0,0,1,0,1,1,1,2,1,90,66150c54bb1306f316893368,0,2
4/24/2024 23:59,4/25/2024 0:01,0,100,156,1,4/25/2024 0:01,R_4JIz12zScjUMMfk,2,2,1,-2,1,1,1,1,0,0,0,0,2,2,1,1,1,80,5b9e90661641f90001d857ff,0,1
4/24/2024 23:59,4/25/2024 0:01,0,100,137,1,4/25/2024 0:01,R_8cyMO1iHy8XMS1X,1,1,-1,-1,-1,-1,-1,0,0,1,1,1,2,2,1,0,0,70,65e08ec9bc7091341c78ded8,0,2
4/24/2024 23:57,4/25/2024 0:01,0,100,274,1,4/25/2024 0:01,R_3Jw2nCUwbjxZiUx,1,1,1,1,0,0,-1,0,0,0,1,1,1,1,1,2,0,85,61115c17d75288988478680d,0,0
4/24/2024 23:59,4/25/2024 0:01,0,100,121,1,4/25/2024 0:01,R_3pgmE0c4z2C9lNH,1,1,0,1,0,1,1,1,0,0,1,1,2,2,1,0,0,95,5ae1e99638df950001454b0e,0,0
4/24/2024 23:59,4/25/2024 0:02,0,100,142,1,4/25/2024 0:02,R_82PueanWlu6zd6P,1,1,1,-1,0,0,1,2,2,0,2,0,1,0,0,0,0,70,5adef952f6b58c0001fa755b,1,4
4/24/2024 23:55,4/25/2024 0:02,0,100,393,1,4/25/2024 0:02,R_4JwHCypwFyNTvDr,1,1,1,-1,1,1,1,2,0,0,0,1,1,2,1,1,0,100,5e14f72f557425b04528df9a,0,1
4/24/2024 23:59,4/25/2024 0:02,0,100,174,1,4/25/2024 0:02,R_2ff918nDy6A6Vuq,2,2,2,-2,1,1,0,0,0,1,1,1,2,1,0,2,0,70,5f0e0f586b19351132514f4d,0,3
4/25/2024 0:00,4/25/2024 0:02,0,100,120,1,4/25/2024 0:02,R_5GEd5F4bKtzKHY4,2,2,2,-2,1,1,2,2,1,0,2,1,0,0,1,0,0,100,5ccf41c9bd0d3e001593ce92,1,3
4/25/2024 0:01,4/25/2024 0:02,0,100,64,1,4/25/2024 0:02,R_5uDqoXyI1gkAGJw,2,1,1,1,-1,-1,-1,0,0,0,0,0,1,2,1,2,1,80,61fa936e5719bc09cb834cbe,0,4
4/25/2024 0:01,4/25/2024 0:02,0,100,104,1,4/25/2024 0:02,R_5TuY2AH91gnOBka,2,0,1,-1,0,0,0,0,0,0,0,0,2,2,1,1,1,80,5973751522e11b0001f3edf3,0,2
4/25/2024 0:01,4/25/2024 0:02,0,100,97,1,4/25/2024 0:02,R_52wghxRYHuA7Ag9,2,2,2,-1,1,1,1,0,1,0,1,1,2,2,1,2,1,80,63da39331b43547d3a71dc77,1,1
4/25/2024 0:01,4/25/2024 0:03,0,100,118,1,4/25/2024 0:03,R_7Y9tDzteuEt637E,-2,-2,-1,2,-1,-1,-1,0,0,0,1,0,2,2,1,0,1,80,659837b1f90f267591820ae4,0,2
4/24/2024 23:58,4/25/2024 0:03,0,100,285,1,4/25/2024 0:03,R_2dKZ0DUNpSYSuyV,2,2,2,-2,2,2,2,0,0,0,1,1,2,2,1,2,0,70,65de30b34b701c678a13c75b,1,0
4/25/2024 0:02,4/25/2024 0:03,0,100,75,1,4/25/2024 0:03,R_2ZKckdnRG5HGeBE,2,2,2,-1,1,1,1,0,2,0,0,0,2,0,1,2,1,85,65cb86f5d66c449d8c8f69af,0,1
4/25/2024 0:01,4/25/2024 0:03,0,100,111,1,4/25/2024 0:03,R_7ebDL7LU6YSYxHA,2,2,1,-2,1,1,1,2,2,1,2,0,0,0,0,0,1,95,57754d57ca706f000190eaf1,1,2
4/25/2024 0:02,4/25/2024 0:03,0,100,75,1,4/25/2024 0:03,R_5uUosrGJurLkzVT,1,1,1,-1,1,1,1,2,2,1,1,1,0,0,0,0,0,100,5d1b5bb2e24a990001f3247d,1,0
4/25/2024 0:01,4/25/2024 0:03,0,100,114,1,4/25/2024 0:03,R_5lXkWWxzHrAeZ6E,2,2,1,-2,1,1,0,1,1,0,1,0,2,2,1,0,1,85,5fd21274613f3b25add257d5,0,0
4/25/2024 0:01,4/25/2024 0:03,0,100,133,1,4/25/2024 0:03,R_5l9mXV45FYI6k7Q,2,2,1,-1,1,1,1,0,1,0,0,1,2,0,1,2,0,70,65b3c4568eff49e5a76269da,1,4
4/25/2024 0:00,4/25/2024 0:03,0,100,201,1,4/25/2024 0:03,R_5UdKJNbMeQBehGN,2,2,2,-2,2,1,1,2,1,0,1,1,0,2,1,0,0,75,65e06828f8952ed833dbb0f8,0,3
4/24/2024 23:59,4/25/2024 0:03,0,100,257,1,4/25/2024 0:03,R_8WxTuniuMXqY9ZT,2,1,2,-1,2,1,1,1,1,0,1,0,2,2,1,0,0,85,647f87dfe5161fce9adc1b97,1,4
4/24/2024 23:59,4/25/2024 0:03,0,100,249,1,4/25/2024 0:03,R_8scaf2eRdIHjDLQ,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,0,50,62b5fea64b239d91783414ff,0,2
4/25/2024 0:01,4/25/2024 0:04,0,100,175,1,4/25/2024 0:04,R_3iDtr8Ndg3Tiud5,2,1,0,-1,1,0,0,0,0,0,1,0,1,2,1,0,1,85,5e909d9ac9ce2503b2650797,1,4
4/25/2024 0:02,4/25/2024 0:04,0,100,119,1,4/25/2024 0:04,R_3sWNk9KitZPmAAq,1,1,1,-1,1,1,0,0,0,1,1,0,1,1,0,0,1,85,5d62e42406ed5a001a2084f3,1,4
4/25/2024 0:02,4/25/2024 0:04,0,100,126,1,4/25/2024 0:04,R_41hXgEiiCrR3wvD,1,1,1,-1,1,1,1,1,0,1,1,0,2,2,0,0,1,100,63d79eee3050f200940fd28d,0,0
4/25/2024 0:00,4/25/2024 0:04,0,100,208,1,4/25/2024 0:04,R_7rBN33reha7aec0,1,1,1,-1,1,1,1,0,0,0,1,0,2,2,1,1,0,50,5c5d36bc034e280001644c3b,0,2
4/25/2024 0:03,4/25/2024 0:04,0,100,63,1,4/25/2024 0:04,R_1gUatEmsk4hu6bv,1,2,1,-1,1,0,1,1,2,1,1,0,2,0,0,2,1,80,60ffab237175046262b2c88f,0,0
4/25/2024 0:01,4/25/2024 0:04,0,100,158,1,4/25/2024 0:04,R_5O7gazBPmERCbHm,2,2,2,-2,2,1,1,1,2,1,2,0,0,0,0,0,1,95,65c656902030452cad69ec42,1,1
4/25/2024 0:03,4/25/2024 0:04,0,100,86,1,4/25/2024 0:04,R_3Hp2mDBNr2WjLin,2,1,1,-2,1,1,1,0,0,0,2,0,1,2,1,0,1,95,5a8ad2082a842c0001fce0f2,0,3
4/25/2024 0:02,4/25/2024 0:04,0,100,141,1,4/25/2024 0:04,R_14tBozAKN7CJibT,1,2,2,-2,1,1,0,1,2,1,1,1,2,0,0,2,0,70,5a496776f7b7bc00014e1150,1,0
4/25/2024 0:02,4/25/2024 0:04,0,100,148,1,4/25/2024 0:04,R_3hXwnkSYsncc53j,2,2,1,-2,1,1,1,0,1,0,0,0,2,0,1,1,0,80,6137e32367aae15b0156bd7e,0,3
4/24/2024 23:55,4/25/2024 0:04,0,100,534,1,4/25/2024 0:04,R_4XCfb7FSWNjsmyZ,2,1,1,2,0,0,1,1,1,0,1,0,2,2,1,2,1,90,5cc4969c3b1b1c0018f9da36,0,1
4/25/2024 0:02,4/25/2024 0:04,0,100,118,1,4/25/2024 0:04,R_2cwKGh7gwFWRc4e,2,2,2,-2,1,1,1,2,2,0,1,1,0,0,0,0,0,90,63cffdbf780f8b199748645b,1,1
4/25/2024 0:03,4/25/2024 0:04,0,100,64,1,4/25/2024 0:04,R_2h8XTPIKvgOXFQZ,1,1,1,0,1,1,1,0,0,1,1,0,2,2,0,0,1,90,5da09f733c3367001a72dec6,0,4
4/25/2024 0:02,4/25/2024 0:05,0,100,153,1,4/25/2024 0:05,R_2qqBAD3UXOVD1wv,2,2,2,-2,1,1,1,2,2,1,2,0,1,1,0,1,1,100,5992f3b9004c4f0001cc81ac,1,2
4/25/2024 0:02,4/25/2024 0:05,0,100,185,1,4/25/2024 0:05,R_41HlrwVYApo8B9r,2,2,2,0,2,1,1,0,1,1,1,0,1,2,1,0,1,90,63b3377ca1ccdfc7cc567503,1,3
4/25/2024 0:01,4/25/2024 0:05,0,100,207,1,4/25/2024 0:05,R_7BhzMRLDJtWVhsY,2,2,1,-2,0,1,-1,0,2,0,1,0,2,0,1,0,1,85,5fa8030f008edf5d07a3ab8b,0,4
4/25/2024 0:02,4/25/2024 0:05,0,100,168,1,4/25/2024 0:05,R_2gezdOEgErblTgt,1,1,1,-1,1,1,1,0,2,0,1,1,1,2,1,0,0,75,5ee0a3bc2f43f70568e950a3,0,4
4/25/2024 0:02,4/25/2024 0:05,0,100,140,1,4/25/2024 0:05,R_2bJaTlcHxfbkEwN,2,2,2,-2,1,2,2,2,0,0,0,1,0,2,1,1,0,90,6542617070afd2731d6bd018,1,4
4/25/2024 0:03,4/25/2024 0:05,0,100,93,1,4/25/2024 0:05,R_2WFouaeCixFJKCd,2,2,2,-2,1,1,1,2,1,0,1,0,1,2,1,0,1,85,57c975a8648ff40001666439,1,2
4/25/2024 0:02,4/25/2024 0:05,0,100,206,1,4/25/2024 0:05,R_6FPbRUol7w3Y2SV,2,2,2,-2,1,1,1,1,0,0,2,1,2,2,1,0,0,65,60bf7a684146647df3cfecf4,0,4
4/25/2024 0:03,4/25/2024 0:05,0,100,117,1,4/25/2024 0:05,R_1rwEUeSnax5WNTs,2,2,2,-2,2,1,2,2,2,0,2,0,0,2,1,0,1,85,66293e32ed9df06f4c46a69b,1,3
4/25/2024 0:03,4/25/2024 0:05,0,100,123,1,4/25/2024 0:05,R_5rdJ5j3BY0tGIZ3,2,2,1,-2,1,1,1,0,0,1,1,0,1,2,0,0,1,95,66297a5ec5162507298c00e8,0,3
4/25/2024 0:02,4/25/2024 0:05,0,100,185,1,4/25/2024 0:05,R_62eUUKwEVIwfnce,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,80,6629598876266c6b82f285f1,0,0
4/25/2024 0:03,4/25/2024 0:06,0,100,134,1,4/25/2024 0:06,R_2Ffu2gMRAvh1UPr,1,1,1,-1,-1,-1,-1,0,0,0,1,0,2,2,1,0,1,80,55e1ea6dac274f0012e95ab7,0,4
4/25/2024 0:02,4/25/2024 0:06,0,100,236,1,4/25/2024 0:06,R_1waB834DV3nH1CZ,2,2,2,-2,2,2,2,2,0,1,0,0,0,1,1,0,1,75,5f1c2ebf1d8b7c48ad3ec3db,1,3
4/25/2024 0:02,4/25/2024 0:06,0,100,214,1,4/25/2024 0:06,R_2wcr2dJd74lKdza,1,0,0,1,1,1,1,1,1,0,1,0,2,2,1,2,1,80,60e845f301f5a5901200baf4,0,0
4/25/2024 0:03,4/25/2024 0:06,0,100,145,1,4/25/2024 0:06,R_5hiPVN8wAdzqXjX,1,2,1,-1,1,1,2,0,0,0,1,0,2,2,1,0,1,65,5b68c9eb87af310001584803,0,0
4/25/2024 0:05,4/25/2024 0:06,0,100,72,1,4/25/2024 0:06,R_1wV6UFbYZalXtaF,2,2,2,-1,1,1,1,1,1,1,1,0,2,0,0,0,1,85,58497529bd87380001552f71,1,2
4/25/2024 0:03,4/25/2024 0:06,0,100,213,1,4/25/2024 0:06,R_2cA9KZrebMzLLWx,2,2,2,-2,2,2,2,2,0,1,2,0,1,1,0,0,1,85,63d46d8a90e399cfb7d022a5,1,4
4/25/2024 0:04,4/25/2024 0:06,0,100,113,1,4/25/2024 0:06,R_169LbowMrTXqTHx,2,2,2,-2,2,2,2,1,0,0,1,0,0,2,1,0,1,100,662941283d9839356784b96a,1,0
4/25/2024 0:03,4/25/2024 0:06,0,100,181,1,4/25/2024 0:06,R_7lLIOfDQK9UgOjq,1,1,1,0,0,0,-1,1,0,0,1,0,2,2,1,0,1,80,5ee4c4b42c280d1cd26cfe3d,0,0
4/24/2024 23:57,4/25/2024 0:06,0,100,566,1,4/25/2024 0:06,R_2FdBNXBorXjyZcB,1,1,-1,1,-1,-1,-1,1,1,0,1,0,0,1,1,1,0,60,65b3c1c066f67784312a946b,0,3
4/25/2024 0:05,4/25/2024 0:06,0,100,97,1,4/25/2024 0:06,R_3et3Bi7nc0qBlJL,2,1,2,-2,1,1,1,2,1,0,2,0,1,2,1,0,1,85,5a4aaa1866e7880001de64be,1,3
4/25/2024 0:04,4/25/2024 0:06,0,100,113,1,4/25/2024 0:06,R_5TGaVvpBEKN6j9d,2,2,2,-2,2,2,2,2,2,1,1,0,0,0,0,0,1,95,60919018ce223dc3906d7a7e,1,2
4/25/2024 0:04,4/25/2024 0:06,0,100,119,1,4/25/2024 0:06,R_2X6VVLAyKsiaZhr,2,2,1,-2,1,1,-1,0,1,0,0,1,1,0,1,1,0,75,627e76bb2480c4afd9c52715,0,4
4/25/2024 0:04,4/25/2024 0:06,0,100,124,1,4/25/2024 0:06,R_2reLkmjQUhBsuvn,1,1,1,-1,2,1,2,2,2,0,2,0,0,0,1,0,1,95,5810dfccaba80400016f13ea,1,3
